mean_PM25,numeric_index,year,ln_mean_PM25,ln_mean_NTL,ln_sum_NTL,ln_GDPpc,ln_mean_precipitations,mean_temperature,ln_mean_temperature,ln_burned_area,ln_relative_denseVeg_area,ln_altitude,altura,schools_1000,professors_per_school,ln_educ_expen_pc,ln_health_expn_pc,pop_density,ln_pop_density,ln_BCSMASS,ln_DMSSMASS,ln_DUSMASS,ln_OCSMASS,ln_SO2SMASS,ln_SO4SMASS,ADM1_NAME_Antioquia,ADM1_NAME_Arauca,ADM1_NAME_Atlantico,ADM1_NAME_Bolivar,ADM1_NAME_Boyaca,ADM1_NAME_Caldas,ADM1_NAME_Caqueta,ADM1_NAME_Casanare,ADM1_NAME_Cauca,ADM1_NAME_Cesar,ADM1_NAME_Choco,ADM1_NAME_Cordoba,ADM1_NAME_Cundinamarca,ADM1_NAME_Guainia,ADM1_NAME_Guajira,ADM1_NAME_Guaviare,ADM1_NAME_Huila,ADM1_NAME_Magdalena,ADM1_NAME_Meta,ADM1_NAME_Narino,ADM1_NAME_Norte De Santander,ADM1_NAME_Putumayo,ADM1_NAME_Quindio,ADM1_NAME_Risaralda,ADM1_NAME_Santander,ADM1_NAME_Sucre,ADM1_NAME_Tolima,ADM1_NAME_Valle Del Cauca,ADM1_NAME_Vaupes,ADM1_NAME_Vichada
6.494019413204314,-1.7287586697974142,2016,-0.5648032627755548,-1.5118800693919432,-3.4883547119252394,-2.1177237866583387,1.54874606935432,0.5725621721676645,0.6237736004698378,-0.4634861555954205,1.657089430273142,-0.7053704082901489,-1.11115852723793,-0.4642922557062899,-0.6110774851300524,-8.08455526920077,-8.313044924026766,-0.21605562637084277,-3.1425864763793983,-1.5814996780930641,-0.4135636761308815,-0.6416899738194667,0.8048223163450011,-1.7711582023230792,-3.005161308182481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.536565515636799,-1.725499274493856,2016,-0.5524378482611496,-1.5118800693919432,-3.4883547119252394,-2.254677103878842,1.5924048503800072,0.5643172269777943,0.6164392226705406,-0.4634861555954205,1.6756863389848424,-0.6181190461083088,-1.0827087860518023,-0.4642922557062899,-0.6110774851300524,-8.08455526920077,-8.313044924026766,-0.21621813765667386,-3.371539069491181,-1.6484898994305246,-0.3350242120352788,-0.5030479373803867,0.8537284232545553,-2.003341300640996,-3.0764820418315306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.496319499240682,-1.7222398791902978,2016,-0.5641327070577814,-1.5118800693919432,-3.4883547119252394,-1.8570485861907045,1.4506413458032965,0.5062980927011831,0.5645486171488371,-0.4634861555954205,1.6682578855789771,-1.0810155674351771,-1.194319309166611,0.6279580665766777,-1.0485440323415711,-8.08455526920077,-8.313044924026766,-0.2161954706174905,-3.3346272710768163,-1.5157474143469902,-0.16153048159540448,-0.15136860166980992,1.0458128576405588,-1.5910317178164108,-3.259492733789008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.113508552056892,-1.7189804838867395,2016,-0.14320239482428362,-0.7478798572606966,0.5870565074076636,0.7431472165752726,0.8873980564664796,0.5235811302345846,0.5800574349866933,-0.4634861555954205,1.6694516410373692,-1.0810155674351771,-1.194319309166611,-1.0104174168477738,1.7949885245333008,0.36756319697737666,0.3655757030413476,-0.20737028699911617,-1.2368525540847433,-0.9311011499522303,-0.2041257453376217,-0.3554276359972893,1.4994948243417632,-0.8910873997683253,-3.0327967133824405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.349381685487956,-1.7157210885831815,2016,-0.6074544545812399,-1.5118800693919432,-3.4883547119252394,-2.7760152886968954,1.5167647956093733,0.5327723953536989,0.5882873369249818,-0.4634861555954205,1.6700419152083739,-0.5703632081286308,-1.0652012530141852,2.266333550001129,-1.0485440323415711,-8.08455526920077,-8.313044924026766,-0.21650783646641378,-4.214655201908274,-1.599768674670593,-0.12936862137904018,-0.0931240920364554,0.9240041175798355,-1.8741987488105631,-3.313331053397179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.20472552689972,-1.7124616932796233,2016,-0.1220325197227743,-1.5118800693919432,-3.4883547119252394,-0.5656185745511221,0.9045592806773379,0.48598624643127714,0.5462657152279745,-0.4634861555954205,1.6511221578055197,-0.9673551212384842,-1.1746233344992918,-0.4642922557062899,0.04512233568722583,0.2626647635004844,0.3610139587871673,-0.20935364802960799,-1.4018627873455922,-0.9610125575361138,-0.2041012897875349,-0.35935654296779923,1.4936573771490573,-0.9277892582637575,-3.044234200451002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.054333180919595,-1.709202297976065,2016,-0.6975565396772921,-1.5118800693919432,-3.4883547119252394,-2.2600131254178564,1.695760268270424,0.5318190037174682,0.5874342390904796,-0.4634861555954205,1.669753473274794,-0.5703632081286308,-1.0652012530141852,0.6279580665766777,-0.6110774851300524,-8.08455526920077,-8.313044924026766,-0.2163672757907896,-3.6819215420115095,-1.7868705565502858,-0.2610353577832501,-0.32058925913870484,0.6996224228713197,-2.037517713686713,-3.248044814335988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.013147952646933,-1.705942902672507,2016,-0.4191782875218603,-1.511764925420995,-2.440503916620127,-1.8837953433889236,1.2387500374900469,0.5329387253664086,0.5884361559573513,-0.4634861555954205,1.6704671580029882,-0.9673551212384842,-1.1746233344992918,0.08183290543519395,-0.8298107587358118,-8.08455526920077,-8.313044924026766,-0.2160018818840284,-3.0810819479166347,-1.307455851473445,-0.1617353404108033,-0.24533625052604172,1.2722861717771905,-1.0277650547920216,-3.2252978482556003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.823627631180658,-1.7026835073689488,2016,-0.7711233694684335,-0.0888702223408588,0.29893026141924944,0.09923522743065581,0.532540091605813,-0.19817216158047074,-0.10808716854857864,-0.4634861555954205,-0.2318292962286992,0.8222028968803411,1.205306937801776,0.08183290543519395,-0.6110774851300524,0.0009022299490237742,-0.2868033023012117,-0.16657888392706766,-0.08196547228521904,0.9677701660936924,-0.16736390225602776,-0.6219091147547283,0.6640575926066793,0.631446751341366,0.8304078059725235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.61788304764832,-1.6994241120653906,2016,-0.8392321531393448,-1.049931470995641,-0.7375310422974535,-1.6655950774936816,0.40944176873075094,-1.1540784621833868,-1.176701592079983,-0.4634861555954205,1.2294171214567855,0.7190377490754689,0.7949741322326264,1.7202083888596453,-0.6110774851300524,-0.002922916409000028,0.21223127359722116,-0.2074499946281942,-1.2427705811276342,0.9267245075861255,1.497810195926633,-0.27781483056315737,0.1915886954196939,-1.530816816335147,0.38110688446550145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2474208029073,-1.6961647167618326,2016,-0.6381089390476328,-0.2740468773402398,-0.35093768374605566,-1.0252951987571068,1.2632426407237223,-0.5596204683271648,-0.4881039748304918,-0.4634861555954205,0.4607580178832525,0.671936843430526,0.6308410100049665,1.1740832277181616,-0.8298107587358118,0.017050220328922224,0.007471599075691718,-0.18714853001213275,-0.44419557390817926,0.3556509149907681,-0.4007410203536709,-0.16041254476524444,0.7172671039545951,-0.3878758552488744,0.24992941295994292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
