system:index,avg_rad,.geo
Huila_Tesalia,0.1917011739525989,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.7137831395279, 2.523397680266777]}"
Huila_Timana,0.36286177319228213,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.97537321916933, 1.9141729381082555]}"
Huila_Villa_Vieja,0.2356118107786107,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.1529361083107, 3.2612551403323295]}"
Huila_Yaguara,0.9651954434266675,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.52904796853014, 2.629779966786621]}"
Magdalena_Aracataca,0.4775623487517805,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.01505164997147, 10.646385253017538]}"
Magdalena_Ariguani,0.1795385503973741,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.14427301837836, 9.9048348554112]}"
Magdalena_Cerro_San_Antonio,1.0987100278718307,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.8379889787929, 10.261829089917724]}"
Magdalena_Chivolo,0.09563483307493599,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.51427436515057, 10.064552482567619]}"
Magdalena_Cienaga,1.4071497896733176,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.16711453262639, 10.9367306222313]}"
Magdalena_El_Banco,0.5666372021216833,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.01174127110997, 9.097218081204725]}"
Magdalena_El_Pinon,0.22270620382399303,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.69296896043878, 10.338474424185344]}"
Magdalena_Fundacion,0.18391883958344066,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.93621983452884, 10.40903700395947]}"
Magdalena_Guamal,0.3453038449169144,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.1610191816949, 9.241196782234924]}"
Magdalena_Pedraza,0.18009022254895565,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.77992304598035, 10.151288712609832]}"
Magdalena_Pivijay,0.17509237182593915,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.40286207315384, 10.367785586205667]}"
Magdalena_Plato,0.18187164007113768,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.52726640099951, 9.75541685112986]}"
Magdalena_Pueblo_Viejo,0.10923436999179652,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.36767438528835, 10.83297115970943]}"
Magdalena_Remolino,0.20779501189492575,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.59057417276986, 10.634862657568942]}"
Magdalena_Salamina,0.4855986125743441,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.71759728289456, 10.496952081865588]}"
Magdalena_San_Sebastian_De_Buenavis,0.2497065205069061,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.23481101508932, 9.31403959008836]}"
Magdalena_San_Zenon,1.1180259010893112,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.35893144925436, 9.319217347676656]}"
Magdalena_Santa_Ana,0.17737262682323635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.31243442116727, 9.51600420556794]}"
Magdalena_Santa_Marta_(dist._Esp.),3.219224808740715,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.03469643791419, 11.252495720529968]}"
Magdalena_Tenerife,0.2285363579366983,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.73159577873356, 9.948253978928376]}"
Meta_Acacias,13.144756808620963,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.78464724846059, 4.013089370856588]}"
Meta_Barranca_De_Upia,0.9085133498801994,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.95095199632377, 4.433417312887848]}"
Meta_Cabuyaro,0.649090547840343,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.94324945097364, 4.267842082766384]}"
Meta_Castilla_La_Nueva,1.6794136050559527,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.54691507671035, 3.807282541990089]}"
Meta_Cubarral,0.06597372996126433,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.21380545982827, 3.74440468001495]}"
Meta_Cumaral,0.44578796255285924,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.32282925361746, 4.225142933964979]}"
Meta_El_Calvario,0.04190625819468596,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.7411986374251, 4.353958934421484]}"
Meta_El_Castillo,0.10781737324195802,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.93501983843818, 3.5766404903848463]}"
Meta_El_Dorado,0.14667728118585627,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.79504523514495, 3.6465214617300457]}"
Meta_Fuente_De_Oro,0.0691930757936784,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.61964585428586, 3.3368786179660983]}"
Meta_Granada,2.852953431300414,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.77756740224889, 3.486984925613784]}"
Meta_Guamal,0.5792254026824145,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.96772332727338, 3.9118315005856457]}"
Meta_La_Macarena,0.03308574373673765,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.07862407069965, 2.2916056341399913]}"
Meta_La_Uribe,0.027709141198068263,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.39353577116852, 2.903027379555425]}"
Meta_Lejanias,0.0813980996809302,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.02557369989572, 3.4549080544344823]}"
Meta_Mapiripan,0.025122403079380795,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-71.89319947509797, 3.0361425115125145]}"
Meta_Mesetas,0.027934652009704318,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.09379788085592, 2.941258260907439]}"
Meta_Puerto_Concordia,0.051287601147557906,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.66444453634554, 2.688625789374959]}"
Meta_Puerto_Gaitan,0.18357376454471372,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-71.91035582606804, 3.9031127239559695]}"
Meta_Puerto_Lleras,0.04510055204907978,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.2420950183376, 3.2253730997471144]}"
Meta_Puerto_Lopez,0.10160913306648982,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.60006549856651, 4.057865110759226]}"
Meta_Puerto_Rico,0.03490458318730953,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.08862993558918, 2.6980962312699157]}"
Meta_Restrepo,2.4813387601542947,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.48684729883726, 4.223424381230256]}"
Meta_San_Carlos_De_Guaroa,0.21957623915221094,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.22455774864905, 3.790528042060678]}"
Meta_San_Juan_De_Arama,0.024450278251850692,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.7832267042439, 3.2173594946322885]}"
Meta_San_Juanito,0.05486283013335399,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.68307290549869, 4.433697659943492]}"
Meta_San_Martin,0.08018338493674228,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.0203057379782, 3.555664439918434]}"
Meta_Villavicencio,3.6981387859492085,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.52869159896379, 4.1129576701160335]}"
Meta_Vistahermosa,0.04596975382849649,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.56057629776443, 2.616130609295823]}"
Narino_Alban,0.20034343741670196,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.07144941951893, 1.4970207780131877]}"
Narino_Aldana,1.096334024191802,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.73666201508168, 0.9195506034008508]}"
Narino_Ancuya,0.10027783393805238,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.56922653237238, 1.2707983075142717]}"
Narino_Arboleda,0.24916943184675366,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.16192129021638, 1.4924133513906748]}"
Narino_Barbacoas,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-78.0695521157377, 1.5774490594182178]}"
Narino_Belen,0.028180588527641364,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.05014390198032, 1.5949969708354665]}"
Narino_Buesaco,0.2531974002817851,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.16448787356495, 1.3441993820835987]}"
Narino_Chachagui,0.42831330120768785,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.31849257570218, 1.4406523047065374]}"
Narino_Colon,0.14245368921653973,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.08498335752186, 1.6389858058345734]}"
Narino_Consaca,0.5067230185925014,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.48205015520273, 1.231036360643283]}"
Narino_Contadero,0.927969396103846,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.5494869078418, 0.9332842596744874]}"
Narino_Cordoba,0.1955354241080728,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.3654924538214, 0.7824146939720646]}"
Narino_Cuaspud,0.930061520643794,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.77848991838782, 0.8740336462124431]}"
Narino_Cumbal,0.048882103435334764,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.93288924302776, 0.9296787012443233]}"
Narino_Cumbitara,0.05485495685213947,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.60354915559563, 1.6836992149060577]}"
Narino_El_Charco,0.02397462436648265,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.8806754189229, 2.2846774887744963]}"
Narino_El_Rosario,0.07564985060274462,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.39362714253727, 1.7776279501947236]}"
Narino_El_Tablon,0.07741490537964592,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.9775073224582, 1.3883261950446502]}"
Narino_El_Tambo,0.08087744999550665,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.43685092178156, 1.4828654978546059]}"
Narino_Francisco_Pizarro,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-78.63943538025433, 2.1158238742537794]}"
Narino_Funes,0.10908636923186693,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.35931316732075, 0.9370164421070427]}"
Narino_Guachucal,0.06706575876700246,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.77270776162167, 1.0036164163766579]}"
Narino_Guaitarilla,0.11075369115211585,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.56201672291458, 1.1768461834431372]}"
Narino_Gualmatan,0.06471888193948915,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.60521395630506, 0.9524933525626615]}"
Narino_Iles,0.16668031123836907,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.54952470484355, 1.0038528117791938]}"
Narino_Imues,0.6496441779385046,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.5361283648737, 1.092463915766148]}"
Narino_Ipiales,0.4769400406064327,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.43769308053949, 0.6006928709235416]}"
Narino_La_Cruz,0.3182181930087553,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.9501261096227, 1.5757855519817527]}"
Narino_La_Florida,0.24250011945577657,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.4051539139078, 1.367780405164132]}"
Narino_La_Llanada,0.07439566087735058,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.70808909477704, 1.514787196916978]}"
Narino_La_Tola,0.02424339696719049,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-78.24616065533242, 2.37952216279892]}"
Narino_La_Union,0.3724020134688944,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.14937793328366, 1.6207783455067164]}"
Narino_Leiva,0.04288113761194435,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.37981437761584, 1.985960141286893]}"
Narino_Linares,0.35827909642537364,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.53689005515496, 1.410479495258718]}"
Narino_Los_Andes,0.047040737827462445,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.63503786300805, 1.5932353653684643]}"
Narino_Magui,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.87835480591725, 1.9108574114080217]}"
Narino_Mallama,0.03397301778656668,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.84854916902194, 1.1600522890039098]}"
Narino_Mosquera,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-78.5151885122475, 2.4129491016529623]}"
Narino_Olaya_Herrera,0.04031837032524449,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-78.31697472406704, 2.2096194820452983]}"
Narino_Ospina,2.3881820043131174,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.60534576912633, 1.04304124809609]}"
Narino_Pasto,2.140809843129743,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.22267489961268, 1.0674904376022885]}"
Narino_Policarpa,0.030321997078843012,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.495876213301, 1.7333184506682613]}"
Narino_Potosi,0.34871838238537656,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.43370093421882, 0.7659754557722909]}"
Narino_Providencia,0.19765224190225525,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.62649329428437, 1.2604678327633683]}"
Narino_Puerres,0.13755746069431649,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.28945299983516, 0.7955419537734845]}"
Narino_Pupiales,0.2832753173920135,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.6595700742621, 0.9380307804631165]}"
Narino_Ricaurte,0.025672863400954794,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-78.23016413705994, 1.2013038678137926]}"
Narino_Roberto_Payan,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-78.40172620800602, 1.8857847316887297]}"
Narino_Samaniego,0.11169202584628754,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.72058949553363, 1.4184426529703673]}"
Narino_San_Bernardo,0.10930565200560066,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.01682594769854, 1.530531352993692]}"
Narino_San_Lorenzo,0.17615044782080308,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.24802357861807, 1.5639442939037846]}"
Narino_San_Pablo,0.8697374242302134,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.02144335695914, 1.6657597684898464]}"
Narino_San_Pedro_De_Cartago,0.23227888460296822,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.1266180198409, 1.5580154959001817]}"
Narino_Sandona,0.776734685029506,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.47788184734398, 1.31244269027407]}"
Narino_Santa_Barbara,0.024670269300605716,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-78.05592922623453, 2.5399583082642048]}"
Narino_Santa_Cruz,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.78043450460797, 1.3308669269285924]}"
Narino_Sapuyes,0.29869146408799097,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.70734050757355, 1.0527603855417036]}"
Narino_Taminango,0.07309143366236595,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.35000333608755, 1.6024998386794385]}"
Narino_Tangua,0.29071987566708624,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.38748764866862, 1.0884649645633033]}"
Narino_Tumaco,0.08769010443181516,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-78.75820978397695, 1.6445608560150695]}"
Narino_Tuquerres,0.2842410162259455,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.66272482758674, 1.171330045594256]}"
Narino_Yacuanquer,0.14800963301645506,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.44203380184302, 1.167246719769971]}"
Norte_De_Santander_Abrego,0.08434809905862437,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.18912507407144, 8.007568069056543]}"
Norte_De_Santander_Arboledas,0.03793307824750247,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.8786855620809, 7.598804302341769]}"
Norte_De_Santander_Bochalema,0.10698461258007999,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.68230531140178, 7.6042692758519665]}"
Norte_De_Santander_Bucarasica,0.026622237858635742,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.96109483676682, 8.06584225422225]}"
Norte_De_Santander_Cachira,0.06621561614709413,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.20369577872013, 7.667148988666901]}"
Norte_De_Santander_Cacota,0.09909612981937056,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.68843496810001, 7.255032098693496]}"
Norte_De_Santander_Chinacota,0.9283629774076384,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.60734151678375, 7.5548626473139215]}"
Norte_De_Santander_Chitaga,0.05583574918027444,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.56906041885816, 7.020464748183468]}"
Norte_De_Santander_Convencion,0.06233792456752789,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.19320772338658, 8.885543103762082]}"
Norte_De_Santander_Cucuta,5.855113478787149,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.47732364547784, 8.071063032429775]}"
Norte_De_Santander_Cucutilla,0.08928318006023993,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.81970643736354, 7.459139236661138]}"
Norte_De_Santander_Durania,0.2528799075391635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.70647402095359, 7.712783864637525]}"
Norte_De_Santander_El_Carmen,0.05083285927209143,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.35692402333987, 8.826117422015795]}"
Norte_De_Santander_El_Tarra,0.05653900243466715,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.0561183819459, 8.658036164784718]}"
Norte_De_Santander_El_Zulia,0.25161666759424745,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.66494374317254, 8.065737658017655]}"
Norte_De_Santander_Gramalote,0.10152448456603279,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.8270887120852, 7.8873935708161484]}"
Norte_De_Santander_Hacari,0.047135262189327364,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.10088036496039, 8.338133762459897]}"
Norte_De_Santander_Herran,0.2507358425187183,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.49943007301502, 7.493827761124781]}"
Norte_De_Santander_La_Esperanza,0.2886119317159295,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.3969496599863, 7.690325563292416]}"
Norte_De_Santander_La_Playa,0.09224704555334706,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.19733247808529, 8.246317419773499]}"
Norte_De_Santander_Labateca,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.56230731171075, 7.255526378429004]}"
Norte_De_Santander_Los_Patios,1.3662491239738928,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.57098408460789, 7.7177437423775554]}"
Norte_De_Santander_Lourdes,0.20770384670878542,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.8741185918527, 7.944360910896896]}"
Norte_De_Santander_Mutiscua,0.1759364601636537,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.80668419958403, 7.298610572080677]}"
Norte_De_Santander_Ocana,1.9320246043437856,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.34240620635313, 8.237542481759938]}"
Norte_De_Santander_Pamplona,0.9922002207771384,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.70134001143226, 7.341409526196245]}"
Norte_De_Santander_Pamplonita,0.10646440820399371,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.66092774359669, 7.464226655261974]}"
Norte_De_Santander_Puerto_Santander,0.22602416340198578,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.42632699644352, 8.321846024916308]}"
Norte_De_Santander_Ragonvalia,0.10059043444179792,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.52928942927879, 7.579570489148605]}"
Norte_De_Santander_Salazar,0.09460369942568518,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.87876605432713, 7.759002881085481]}"
Norte_De_Santander_San_Calixto,0.05965345815623694,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.16451063489508, 8.426455567332626]}"
Norte_De_Santander_San_Cayetano,1.0269160566683093,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.64240391958361, 7.8211746107760955]}"
Norte_De_Santander_Santiago,0.13978246195980845,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.73196995446487, 7.864042118672681]}"
Norte_De_Santander_Sardinata,0.1044499132939907,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.80616450446658, 8.242655312614326]}"
Norte_De_Santander_Silos,0.12044685267521257,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.8313342635133, 7.164538276295501]}"
Norte_De_Santander_Teorama,0.05063369145536051,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.13853258334785, 8.812663932731756]}"
Norte_De_Santander_Tibu,0.10313394542531364,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.79114165508946, 8.732955543667554]}"
Norte_De_Santander_Toledo,0.11694630202670814,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.31399290132815, 7.2371156420761364]}"
Norte_De_Santander_Villa_Caro,0.06592700952630666,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-73.00338054775699, 7.9229139456373145]}"
Norte_De_Santander_Villa_Del_Rosario,8.856388733348215,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-72.50011373373468, 7.740696288360526]}"
Putumayo_Colon,0.14683293118529467,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.01682786422269, 1.1534377582764586]}"
Putumayo_Mocoa,2.7820907751567803,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.61957128494694, 1.1288010455588537]}"
Putumayo_Orito,0.16179017388538738,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.00387623490137, 0.7028591610549522]}"
Putumayo_Puerto_Asis,0.27222140665496714,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.2866550068887, 0.42334196811513863]}"
Putumayo_Puerto_Caicedo,0.06580354260007165,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.41923115977295, 0.6736331481803585]}"
Putumayo_Puerto_Guzman,0.030420669139936782,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.95809115547314, 0.7969937550269456]}"
Putumayo_Puerto_Leguizamo,0.029806950149368787,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-74.95430005553409, -0.06628080576547138]}"
Putumayo_San_Francisco,0.11042415334940939,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.86555172200873, 1.1338610188932523]}"
Putumayo_Santiago,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-77.03157190275452, 1.0675940473485979]}"
Putumayo_Sibundoy,0.2739810356708875,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.9613004544637, 1.2205266536458912]}"
Putumayo_Valle_Del_Guamuez_(la_Hor,0.34354238945493626,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.847110245282, 0.29118840185059697]}"
Putumayo_Villagarzon,0.3947775039797128,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.7515204491803, 0.9303593578435729]}"
Quindio_Armenia,19.710160014170274,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.7322090307892, 4.503766879793521]}"
Quindio_Buenavista,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.77650388830715, 4.387030364445226]}"
Quindio_Calarca,3.5650934119719344,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.70563853019695, 4.442059926914797]}"
Quindio_Circasia,3.4384305292871695,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.70044141770066, 4.589890060342615]}"
Quindio_Cordoba,0.44785271162046475,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.67418297717731, 4.382367737161767]}"
Quindio_Filandia,1.5165880576519477,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.70993328188261, 4.646949850986972]}"
Quindio_Genova,0.3105842679898815,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.76180488616396, 4.233024983589448]}"
Quindio_La_Tebaida,2.9172872962606364,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.82782721374964, 4.443198925569949]}"
Quindio_Montenegro,0.603520862476287,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.81717427894476, 4.524967473515668]}"
Quindio_Pijao,0.6030440372920658,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.74076623270173, 4.324253712637464]}"
Quindio_Quimbaya,0.5063726520318883,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.83962032656943, 4.597575309414434]}"
Quindio_Salento,1.8688998103563832,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.52530978616518, 4.614891930606943]}"
Risaralda_Apia,0.2650404595434263,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.05776860135259, 5.092614879967024]}"
Risaralda_Balboa,0.14103608394511513,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.991568149766, 4.91681269036707]}"
Risaralda_Belen_De_Umbria,0.35304601575687483,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.91103535037732, 5.19098603866382]}"
Risaralda_Dos_Quebradas,32.2543046915728,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.70141010052274, 4.830877241331194]}"
Risaralda_Guatica,0.3604651652235012,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.85870401558766, 5.312047941088249]}"
Risaralda_La_Celia,0.04261375981796515,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.09008333201757, 4.987415167206068]}"
Risaralda_La_Virginia,8.50622311136578,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.88464770815739, 4.894512331153008]}"
Risaralda_Marsella,0.3546387675595819,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.78823741815539, 4.9230558946395995]}"
Risaralda_Mistrato,0.02385066710534635,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-76.0123189392057, 5.355369482011822]}"
Risaralda_Pereira,7.342438643070226,"{""geodesic"": false, ""type"": ""Point"", ""coordinates"": [-75.71834183300703, 4.769409344668234]}"
