system:index,avg_rad,.geo
431_0,0.18719989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.74045588516123,4.3186507284046]}"
432_0,0.303044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.36765504225163,5.154083942635755]}"
433_0,0.16790256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.39909607719581,4.606111619322847]}"
434_0,0.19185226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.68368693348673,3.7706784050916915]}"
435_0,0.4328273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.46809126529804,4.165937130104282]}"
436_0,0.24690858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.25249559710934,5.198999706841731]}"
437_0,0.18690869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.47545287634597,4.502805361649101]}"
438_0,0.19213116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.14020618659441,5.248407047468304]}"
439_0,0.1974605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.2239245967925,5.302305964515476]}"
440_0,8.718723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.7853716493672,3.981782496859779]}"
441_0,2.7743316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.70452327379644,3.878476239186034]}"
442_0,1.3969289,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.54444806444819,4.556704278696273]}"
443_0,0.3969579,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.88418633062035,4.417465409657747]}"
444_0,18.861107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.64613278032867,4.143479248001293]}"
445_0,0.19510655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.29129824310147,4.579162160799261]}"
446_0,0.27375364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.80333795504959,4.165937130104282]}"
447_0,0.18910596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.20146671468952,5.055269261382607]}"
448_0,1.2131717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.70901485021705,3.802119440035875]}"
449_0,0.1954264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.12510991553935,5.0687439906444]}"
450_0,0.614417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.45012495961565,5.0822187199061934]}"
451_0,0.18894814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.167155645118,5.729005724472248]}"
452_0,0.19165124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.12223988091202,4.228819199992648]}"
453_0,0.26044384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.798846378629,5.428070104292209]}"
454_0,0.22665516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.12960149195995,4.3186507284046]}"
455_0,0.3807674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.48443602918717,3.847035204241851]}"
456_0,0.24627803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.56079282833733,5.544851091227747]}"
457_0,11.391818,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.76740534368481,3.873984662765437]}"
458_0,0.1674173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.88580787241361,5.724514148051651]}"
459_0,0.4972489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.49341918202836,5.526884785545357]}"
460_0,0.15679711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.5877422868609,4.54322954943448]}"
461_0,0.36631152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.14756779764234,4.727384182678982]}"
462_0,0.29699427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.84987526104884,4.426448562498942]}"
463_0,0.22277403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.65673747496314,5.329255423039061]}"
464_0,0.48260313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.46359968887744,4.480347479546114]}"
465_0,0.22204365,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.57426755759911,4.992387191494241]}"
466_0,4.2022495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.99647574113528,4.916030392344082]}"
467_0,0.12758958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.6102001689639,4.453398021022528]}"
468_0,0.16479549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.48156599455983,5.729005724472248]}"
469_0,1.9503218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.61469174538449,4.071614025271732]}"
470_0,0.294304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.1581724922768,5.540359514807149]}"
471_0,0.17841136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.47545287634597,4.646535807108225]}"
472_0,0.34422186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.85436683746943,5.567308973330735]}"
473_0,0.2631495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.21207140932397,5.526884785545357]}"
474_0,1.9442958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.25249559710934,4.7947578289879464]}"
475_0,0.21668261,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98749258829409,5.5628173969101375]}"
476_0,0.49110767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.47545287634597,5.5223932091247585]}"
477_0,2.076573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.24351244426816,4.65551895994942]}"
478_0,0.15371518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.12223988091202,3.7706784050916915]}"
479_0,0.17532004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.28393663205354,4.058139296009939]}"
480_0,10.126948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.01444204681768,4.95645458012946]}"
481_0,0.6460499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.40520919540967,4.74984206478197]}"
482_0,0.28672934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.34968873656923,4.969929309391253]}"
483_0,1.2231615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.69104854453465,4.0491561431687435]}"
484_0,0.30007777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.70614481558971,4.0491561431687435]}"
485_0,0.20195003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.15655095048353,5.401120645768623]}"
486_0,0.2648281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.63427959286015,5.181033401159341]}"
487_0,0.367582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.25087405531609,5.486460597759978]}"
488_0,1.2282447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.88867790704094,4.84416516961452]}"
489_0,0.18152946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.36316346583102,4.646535807108225]}"
490_0,1.1512455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.42317550109206,4.776791523305556]}"
491_0,1.6386452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.14020618659441,4.848656746035117]}"
492_0,0.6136829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.51138548771074,4.22432762357205]}"
493_0,0.17343003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.04588308176186,3.7976278636152774]}"
494_0,0.21626894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.08019415133337,3.9278835798126077]}"
495_0,0.22742717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.74656900337509,3.914408850550815]}"
496_0,0.20963483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.70614481558971,4.848656746035117]}"
497_0,2.28059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.40970077183027,4.368058069031173]}"
498_0,0.97847575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.61918332180508,4.044664566748145]}"
499_0,0.44316065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.50851545308342,5.010353497176632]}"
500_0,0.32626283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.34232712552131,5.4460364099745995]}"
501_0,0.22735345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.67308223885226,4.305175999142807]}"
502_0,0.17002656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.87682471957243,5.724514148051651]}"
503_0,0.25017956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.21044986753071,4.022206684645158]}"
504_0,0.5659619,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.42317550109206,4.399499103975357]}"
505_0,0.5920594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.61469174538449,5.535867938386551]}"
506_0,0.39906856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.87071160135855,4.5656874315374685]}"
507_0,0.1920458,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.0352783871274,3.869493086344839]}"
508_0,0.40923765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.29129824310147,4.071614025271732]}"
509_0,3.1368554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.10265203343637,5.028319802859022]}"
510_0,1.0403683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.62367489822569,3.81110259287707]}"
511_0,0.34338677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.21044986753071,4.085088754533524]}"
512_0,0.21193704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.75393061442301,5.535867938386551]}"
513_0,0.23783772,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.70165323916912,4.686959994893604]}"
514_0,0.33399892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.84376214283498,4.475855903125516]}"
515_0,0.2829869,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.55630125191672,4.332125457666392]}"
516_0,1.0679578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.75106057979569,5.2169660125241215]}"
517_0,0.31306052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.39622604256847,4.219836047151452]}"
518_0,0.21798518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.98749258829409,4.188395012207269]}"
519_0,0.3454806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.36316346583102,3.8605099335036437]}"
520_0,0.16932185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.37376816046549,3.7392373701475083]}"
521_0,0.24412917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.62080486359835,4.713909453417189]}"
522_0,0.86946917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.22105456216516,4.484839055966711]}"
523_0,0.5269664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.81232110789078,5.243915471047707]}"
524_0,0.2832712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.87682471957243,5.243915471047707]}"
525_0,1.1626829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.24351244426816,4.8711146281381055]}"
526_0,0.22414878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.11163518627755,5.243915471047707]}"
527_0,0.2055443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.5399564880276,5.1585755190563525]}"
528_0,0.18057902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.55343121728939,5.59425843185432]}"
529_0,0.23612964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.48892760560776,5.70654784236926]}"
530_0,0.2211145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.51138548771074,5.185524977579938]}"
531_0,0.3013097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.29578981952206,4.251277082095636]}"
532_0,0.28135753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.76291376726421,5.657140501742687]}"
533_0,0.37329897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.46359968887744,4.152462400842488]}"
534_0,0.24593902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.31375612520445,4.174920282945476]}"
535_0,0.18542333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.43502868856059,5.140609213373962]}"
536_0,0.52767205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.88580787241361,4.673485265631811]}"
537_0,0.21918231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.75106057979569,4.0087319553833645]}"
538_0,0.18756504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.08181569312664,4.138987671580695]}"
539_0,0.1657658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.00545889397648,5.764938335837029]}"
540_0,0.23602325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.75555215621628,5.455019562815795]}"
541_0,0.24018413,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.6012170161227,5.136117636953364]}"
542_0,0.38699046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.06834096386486,5.095693449167986]}"
543_0,0.45037442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.33172243088684,4.1255129423189025]}"
544_0,0.17159526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.77801003831927,5.037302955700217]}"
545_0,0.19987957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94706840050871,3.757203675829899]}"
546_0,0.63927424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.78699319116046,4.219836047151452]}"
547_0,0.20751533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.4170623828782,5.80087094720181]}"
548_0,0.21637392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.28231509026027,4.754333641202567]}"
549_0,0.26117492,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.26884036099848,4.390515951134161]}"
550_0,0.26387832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91562736556453,3.7976278636152774]}"
551_0,3.3781497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.10876515165023,4.866623051717508]}"
552_0,0.1928754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.75106057979569,3.7931362871946797]}"
553_0,1.2085408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.55180967549613,4.246785505675038]}"
554_0,0.19767886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.35867188941043,4.56119585511687]}"
555_0,0.6965782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.6012170161227,5.194508130421133]}"
556_0,0.16865228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.43665023035385,5.652648925322089]}"
557_0,0.55306864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92011894198512,4.574670584378663]}"
558_0,0.60828334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.7241111212721,4.116529789477707]}"
559_0,1.0670776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.51138548771074,4.291701269881014]}"
560_0,0.2642361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.01731208144501,4.156953977263086]}"
561_0,0.2168337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.55630125191672,4.902555663082289]}"
562_0,1.8236798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.28680666668086,5.648157348901492]}"
563_0,26.701153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.88131629599302,4.147970824421891]}"
564_0,0.18882386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.408079230037,4.588145313640457]}"
565_0,0.19445926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.10265203343637,5.324763846618464]}"
566_0,0.2474033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.20757983290338,5.086710296326791]}"
567_0,0.27334866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.85436683746943,3.9233920033920104]}"
568_0,0.42512754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.82579583715258,3.8335604749800583]}"
569_0,0.18265715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.34070558372804,4.830690440352727]}"
570_0,0.4093072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.75393061442301,4.147970824421891]}"
571_0,0.2494211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.75842219084362,4.803740981829141]}"
572_0,0.20642173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.11774830449143,5.423578527871611]}"
573_0,0.23850417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.96054312977051,4.287209693460417]}"
574_0,0.5751212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.84825371925557,4.323142304825198]}"
575_0,0.27085617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.38562134793402,5.149592366215157]}"
576_0,0.30365822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.18063037437979,4.345600186928185]}"
577_0,0.38610157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.85274529567616,3.891950968447827]}"
578_0,0.6920417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.3468187019419,4.677976842052408]}"
579_0,0.2001513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.28680666668086,5.248407047468304]}"
580_0,0.27831018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.62529644001896,5.185524977579938]}"
581_0,0.3245147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.43952026498118,4.165937130104282]}"
582_0,0.20447154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.0352783871274,3.9907656497009745]}"
583_0,0.24849498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.71799800305824,5.796379370781213]}"
584_0,0.859432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.80945107326346,4.228819199992648]}"
585_0,0.19539519,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.77351846189868,3.775169981512289]}"
586_0,0.22309208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.45299499424297,5.194508130421133]}"
587_0,0.24074017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.56977598117851,4.808232558249739]}"
588_0,0.23605128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90215263630274,4.080597178112926]}"
589_0,0.24654226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.68368693348673,5.329255423039061]}"
590_0,0.94579625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.36478500762429,4.439923291760735]}"
591_0,0.23363212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.63877116928074,3.9278835798126077]}"
592_0,0.57561266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.74494746158182,5.35171330514205]}"
593_0,0.37754756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.79435480220839,4.95645458012946]}"
594_0,2.3857749,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9919841647147,4.907047239502886]}"
595_0,0.3666219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.37663819509282,5.423578527871611]}"
596_0,0.15476668,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.24351244426816,3.6988131823621297]}"
597_0,0.19551963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.23452929142697,4.11203821305711]}"
598_0,0.20649791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.24189090247489,5.055269261382607]}"
599_0,0.19164784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.18961352722098,3.995257226121572]}"
600_0,0.5173627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.32436081983892,4.866623051717508]}"
601_0,0.2097037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.69104854453465,4.65551895994942]}"
602_0,0.20872314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.58936382865417,3.9099172741302173]}"
603_0,0.16557951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.14918933943561,4.11203821305711]}"
604_0,0.17346397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.84825371925557,5.755955182995835]}"
605_0,0.17058763,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.39622604256847,4.044664566748145]}"
606_0,0.2127647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.7106363920103,4.592636890061054]}"
607_0,0.2509336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90664421272334,4.282718117039819]}"
608_0,0.18969133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.52486021697254,4.44890644460193]}"
609_0,0.21395499,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.02629523428621,5.046286108541413]}"
610_0,0.19642384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.2329077496337,4.327633881245795]}"
611_0,0.3500415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.76902688547807,4.408482256816552]}"
612_0,0.597384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.52486021697254,4.197378165048464]}"
613_0,0.30168915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.408079230037,4.3186507284046]}"
614_0,0.57989705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.76902688547807,4.462381173863723]}"
615_0,0.18833403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.31537766699772,3.9683077675979863]}"
616_0,0.14988995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.08630726954723,3.873984662765437]}"
617_0,0.22880453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.16104252690413,4.453398021022528]}"
618_0,0.260258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.7286026976927,4.053647719589341]}"
619_0,0.30277056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.31537766699772,4.916030392344082]}"
620_0,0.18185747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.49341918202836,4.552212702275676]}"
621_0,0.22447768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.91113578914393,3.7706784050916915]}"
622_0,0.23644358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.20757983290338,4.255768658516233]}"
623_0,0.38356173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.4170623828782,5.419086951451014]}"
624_0,0.17847665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.01893362323828,5.185524977579938]}"
625_0,0.20911372,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.11163518627755,4.399499103975357]}"
626_0,0.26269904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.29741136131533,5.109168178429779]}"
627_0,0.22470741,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.10876515165023,4.2782265406192215]}"
628_0,0.28095725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.38112977151341,4.246785505675038]}"
629_0,0.19048303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.21207140932397,4.143479248001293]}"
630_0,0.345624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.12960149195995,4.053647719589341]}"
631_0,0.24685131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.11163518627755,3.9009341212890223]}"
632_0,1.2355471,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.70901485021705,4.197378165048464]}"
633_0,0.43685973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.71350642663764,5.428070104292209]}"
634_0,0.90904653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.75393061442301,5.697564689528066]}"
635_0,0.16797195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.12673145733262,5.23942389462711]}"
636_0,0.26031643,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.25249559710934,5.194508130421133]}"
637_0,0.31337297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.70452327379644,5.49993532702177]}"
638_0,0.9533462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.94706840050871,4.673485265631811]}"
639_0,0.20866752,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.15655095048353,4.7947578289879464]}"
640_0,0.25201827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.16104252690413,4.381532798292966]}"
641_0,0.83133173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.65960750959047,5.392137492927428]}"
642_0,0.18470792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.31537766699772,3.802119440035875]}"
643_0,0.20858411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.88131629599302,4.93848827444707]}"
644_0,0.23222895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.82292580252525,4.978912462232448]}"
645_0,0.5273925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.38275131330668,4.9878956150736435]}"
646_0,1.0232996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.01893362323828,5.041794532120814]}"
647_0,0.22136508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.37663819509282,3.7347457937269106]}"
648_0,0.2368977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.86334999031062,5.113659754850376]}"
649_0,0.51773745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.34968873656923,5.603241584695516]}"
650_0,0.1836864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.74656900337509,5.019336650017826]}"
651_0,0.23602325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.75555215621628,5.455019562815795]}"
652_0,0.20084675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.36316346583102,4.857639898876313]}"
653_0,1.0422658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.43053711213999,4.130004518739501]}"
654_0,0.21423626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.34070558372804,4.475855903125516]}"
655_0,0.23664577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.7241111212721,4.511788514490297]}"
656_0,0.22006497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.70003169737585,4.925013545185277]}"
657_0,1.3940922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.7286026976927,5.737988877313444]}"
658_0,0.21620336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.63265805106688,4.857639898876313]}"
659_0,0.20967169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.08917730417457,4.498313785228504]}"
660_0,0.27935672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.49341918202836,3.757203675829899]}"
661_0,0.17871986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.68817850990732,5.652648925322089]}"
662_0,0.9911461,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.86334999031062,5.194508130421133]}"
663_0,0.18582165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.10714360985696,3.788644710774082]}"
664_0,0.4378176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.87520317777916,4.511788514490297]}"
665_0,0.1897695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.17900883258652,4.498313785228504]}"
666_0,0.19873473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.52648175876581,5.5044269034423685]}"
667_0,0.2749989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.84825371925557,3.712287911623923]}"
668_0,1.1937611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.5489396408688,4.790266252567348]}"
669_0,0.30385807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.4170623828782,4.179411859366074]}"
670_0,0.20261705,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.12960149195995,3.752712099409301]}"
